t_s,tick,seg,phase,joint,t_send_s,t_recv_s,overrun,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q7_deg,q8_deg,q9_deg,q10_deg,q11_deg,q12_deg,q13_deg,q14_deg,q15_deg,q16_deg,q17_deg,cmd0_deg,cmd1_deg,cmd2_deg,cmd3_deg,cmd4_deg,cmd5_deg,cmd6_deg,cmd7_deg,cmd8_deg,cmd9_deg,cmd10_deg,cmd11_deg,cmd12_deg,cmd13_deg,cmd14_deg,cmd15_deg,cmd16_deg,cmd17_deg,cur_a,load_pct,volt,temp_c,cur0_a,cur1_a,cur2_a,cur3_a,cur4_a,cur5_a,cur6_a,cur7_a,cur8_a,cur9_a,cur10_a,cur11_a,cur12_a,cur13_a,cur14_a,cur15_a,cur16_a,cur17_a
3.0047,30,0,move,-1,3.0047,3.0185,0,0.000,-0.088,0.176,-0.176,-0.088,0.088,-0.264,-0.088,0.176,0.000,-14.150,11.426,-0.088,0.264,0.000,0.000,0.439,0.176,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-18.539,13.514,0.000,0.000,0.000,0.000,0.000,0.000,0.019,6.4,11.40,29.0,0.000,0.000,0.000,0.006,0.000,0.000,0.006,0.000,0.000,0.000,0.013,0.019,0.000,0.006,0.000,0.000,0.013,0.006
3.1051,31,0,move,-1,3.1051,3.1320,0,0.000,-0.088,0.176,-0.176,-0.088,0.088,-0.264,-0.088,0.176,0.000,-14.238,12.217,-0.088,0.264,0.000,0.000,0.439,0.176,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-20.068,14.603,0.000,0.000,0.000,0.000,0.000,0.000,0.013,7.2,11.30,30.0,0.000,0.000,0.006,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.006,0.000,0.013,0.000,0.000,0.013,0.000
3.2049,32,0,move,-1,3.2049,3.2153,0,0.000,-0.088,0.176,-0.176,-0.088,0.088,-0.264,-0.088,0.176,0.000,-15.557,13.359,-0.088,0.264,0.000,0.000,0.439,0.176,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-21.620,15.703,0.000,0.000,0.000,0.000,0.000,0.000,0.013,7.2,11.30,30.0,0.000,0.000,0.006,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.006,0.000,0.013,0.000,0.000,0.013,0.000
3.3048,33,0,move,-1,3.3048,3.3156,0,0.000,-0.088,0.176,-0.176,-0.088,0.088,-0.264,-0.088,0.176,0.000,-17.139,14.766,-0.088,0.264,0.000,0.000,0.439,0.176,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-23.189,16.807,0.000,0.000,0.000,0.000,0.000,0.000,0.019,10.8,11.30,30.0,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.019,0.006,0.000,0.006,0.000,0.000,0.013,0.000
3.4049,34,0,move,-1,3.4049,3.4184,0,0.000,-0.088,0.176,-0.176,-0.088,0.088,-0.264,-0.088,0.176,0.000,-18.809,16.260,-0.088,0.264,0.000,0.000,0.439,0.176,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-24.769,17.912,0.000,0.000,0.000,0.000,0.000,0.000,0.013,9.6,11.30,30.0,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.006,0.000,0.013,0.000,0.000,0.006,0.000,0.000,0.013,0.000
3.5107,35,0,move,-1,3.5107,3.5277,0,0.000,-0.088,0.176,-0.176,-0.088,0.088,-0.264,-0.088,0.176,0.000,-20.566,17.578,-0.088,0.264,0.000,0.000,0.439,0.176,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-26.354,19.012,0.000,0.000,0.000,0.000,0.000,0.000,0.013,9.2,11.20,30.0,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.006,0.000,0.013,0.006,0.006,0.013,0.000,0.000,0.013,0.000
3.6049,36,0,move,-1,3.6049,3.6187,0,0.000,-0.088,0.176,-0.176,-0.088,0.088,-0.264,-0.088,0.176,0.000,-21.973,18.369,-0.088,0.264,0.000,0.000,0.439,0.176,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-27.940,20.103,0.000,0.000,0.000,0.000,0.000,0.000,0.013,9.2,11.20,30.0,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.006,0.000,0.013,0.006,0.006,0.013,0.000,0.000,0.013,0.000
3.7049,37,0,move,-1,3.7049,3.7164,0,0.000,-0.088,0.176,-0.176,-0.088,0.088,-0.264,-0.088,0.176,0.000,-23.555,19.512,-0.088,0.264,0.000,0.000,0.439,0.176,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-29.519,21.181,0.000,0.000,0.000,0.000,0.000,0.000,0.013,9.2,11.30,30.0,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.013,0.013,0.000,0.006,0.000,0.000,0.006,0.000
3.8049,38,0,move,-1,3.8049,3.8158,0,0.000,-0.088,0.176,-0.176,-0.088,0.088,-0.264,-0.088,0.176,0.000,-25.137,20.654,-0.088,0.264,0.000,0.000,0.439,0.176,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-31.087,22.240,0.000,0.000,0.000,0.000,0.000,0.000,0.013,9.2,11.30,30.0,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.013,0.013,0.000,0.006,0.000,0.000,0.006,0.000
3.9049,39,0,move,-1,3.9049,3.9163,0,0.000,-0.088,0.176,-0.176,-0.088,0.088,-0.264,-0.088,0.176,0.000,-26.807,21.797,-0.088,0.264,0.000,0.000,0.439,0.176,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-32.637,23.276,0.000,0.000,0.000,0.000,0.000,0.000,0.013,10.8,11.30,30.0,0.000,0.000,0.000,0.006,0.000,0.000,0.006,0.000,0.006,0.000,0.013,0.000,0.000,0.013,0.000,0.000,0.013,0.000
4.0048,40,0,move,-1,4.0048,4.0164,0,0.000,-0.088,0.176,-0.176,-0.088,0.088,-0.264,-0.088,0.176,0.000,-28.389,22.852,-0.088,0.264,0.000,0.000,0.439,0.176,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-34.162,24.285,0.000,0.000,0.000,0.000,0.000,0.000,0.019,10.0,11.30,30.0,0.000,0.000,0.000,0.006,0.000,0.000,0.006,0.000,0.000,0.000,0.019,0.006,0.000,0.006,0.000,0.000,0.006,0.006
4.1048,41,0,move,-1,4.1048,4.1216,0,0.000,-0.088,0.176,-0.176,-0.088,0.088,-0.264,-0.088,0.176,0.000,-30.059,23.818,-0.088,0.264,0.000,0.000,0.439,0.176,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-35.658,25.263,0.000,0.000,0.000,0.000,0.000,0.000,0.013,10.0,11.20,30.0,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.013,0.013,0.000,0.013,0.000,0.000,0.006,0.000
4.2048,42,0,move,-1,4.2048,4.2160,0,0.000,-0.088,0.176,-0.176,-0.088,0.088,-0.264,-0.088,0.176,0.000,-31.553,24.873,-0.088,0.264,0.000,0.000,0.439,0.176,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-37.119,26.207,0.000,0.000,0.000,0.000,0.000,0.000,0.013,10.0,11.20,30.0,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.013,0.013,0.000,0.013,0.000,0.000,0.006,0.000
4.3124,43,0,move,-1,4.3124,4.3232,0,0.000,-0.088,0.176,-0.176,-0.088,0.088,-0.264,-0.088,0.176,0.000,-33.311,25.840,-0.088,0.264,0.000,0.000,0.439,0.176,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-38.538,27.112,0.000,0.000,0.000,0.000,0.000,0.000,0.013,9.2,11.30,30.0,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.013,0.000,0.013,0.000,0.000,0.006,0.006
4.4049,44,0,move,-1,4.4049,4.4153,0,0.000,-0.088,0.176,-0.176,-0.088,0.088,-0.264,-0.088,0.176,0.000,-34.805,26.631,-0.088,0.264,0.000,0.000,0.439,0.176,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-39.910,27.976,0.000,0.000,0.000,0.000,0.000,0.000,0.013,9.2,11.30,30.0,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.013,0.000,0.013,0.000,0.000,0.006,0.006
4.5049,45,0,move,-1,4.5049,4.5164,0,0.000,-0.088,0.176,-0.176,-0.088,0.088,-0.264,-0.088,0.176,0.000,-36.387,27.598,-0.088,0.264,0.000,0.000,0.439,0.176,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-41.228,28.795,0.000,0.000,0.000,0.000,0.000,0.000,0.019,9.6,11.30,31.0,0.000,0.000,0.000,0.006,0.000,0.000,0.006,0.000,0.000,0.000,0.019,0.006,0.000,0.013,0.000,0.000,0.006,0.000
